All,Alle
"Registered a Void notification.","Notificatie ontvangen: Betaling nietig verklaard"
"If the invoice was created offline, try creating an offline credit memo.","Als de factuur handmatig is aangemaakt, probeer handmatige een creditfactuur aan te maken."
"IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %1. Transaction ID: ""%2"". Credit Memo has not been created. Please create offline Credit Memo.","IPN ""Terugbetaald"". Terugbetaling door handelaar. Er werd een notificatie geregistreerd over de terugbetaald aantal van %1. Transactie ID: ""%2"". Creditnota is niet aangemaakt. Probeer de creditfactuur handmatig aan te maken."
"The credit memo has been created automatically.","De creditfactuur is automatisch aangemaakt."
"Registered notification about refunded amount of %1.","Notificatie ontvangen: Terug betaald bedrag %1."
"Canceled order online","Bestelling online geannuleerd"
"Canceled order offline","Bestelling offline geannuleerd"
"Approved the payment online.","Betaling geaccordeerd door betaalplatform."
"There is no need to approve this payment.","Er is geen noodzaak om deze betaling te accorderen"
"Denied the payment online","De betaling door betaalplatform afgewezen"
"Registered update about approved payment.","Update ontvangen: Betaling geaccordeerd."
"Registered update about denied payment.","Update ontvangen: Betaling geweigerd"
"There is no update for the payment.","Er is geen nieuwe update voor deze betaling"
"Voided authorization.","Autorisatie nietig verklaard"
"Amount: %1.","Bedrag: %1."
"Transaction ID: ""%1""","Transactie-ID: ""%1"""
"The transaction ""%1"" cannot be captured yet.","De betaling van de transactie '%1' kan niet bevestigd worden."
"The parent transaction ID must have a transaction ID.","Bovenliggende transactie ID moet een transactie ID hebben."
"Payment transactions disallow storing objects.","Betalingstransacties staan niet toe om objecten op te slaan"
"The transaction ""%1"" (%2) is already closed.","Transactie ""%1"" (%2) is al afgerond."
"Set order for existing transactions not allowed","Stel bestelling in voor bestaande transacties op niet toegestaan."
"At minimum, you need to set a payment ID.","Minimum vereiste is dat u een betalings ID instelt."
"We found an unsupported transaction type ""%1"".","We vonden een niet-ondersteunde transactiesoort ""%1""."
"Please set a proper payment and order id.","Geef een juiste betaling en bestellings id op."
"Please enter a Transaction ID.","Voer een transactie-ID in."
"You can't do this without a transaction object.","U kan dit niet doen zonder een transactie object."
"Order Date: ",Besteldatum:
"Sold to:","Verkocht aan:"
"Total Shipping Charges","Totaal verzendkosten"
"We found an invalid renderer model.","We vonden een ongeldig renderer model."
"Please define the PDF object before using.","Definieer PDF objecten voor gebruik."
"We don't recognize the draw line data. Please define the ""lines"" array.","We konden de tekenlijnen niet herkennen. Definieer de ""lijnen"" matrix."
"Total (ex)","Totaal (ex)"
"Total (inc)","Totaal (inc)"
"Credit Memo # ","Creditfactuur #"
"Invoice # ","Factuurnummer "
"The order object is not specified.","Het bestellings object is niet opgegeven."
"The source object is not specified.","Het bronobject is niet opgegeven."
"An item object is not specified.","Een product object is niet opgegeven."
"A PDF object is not specified.","PDF object is niet gespecificeerd."
"A PDF page object is not specified.","Een PDF-paginaobject is niet opgegeven."
"Packing Slip # ","Pakbon # "
"The PDF total model %1 must be or extend \Magento\Sales\Model\Order\Pdf\Total\DefaultTotal.","Het PDF totaal model %1 moet of moet een uitbreiding zijn op \Magento\Sales\Model\Order\Pdf\Total\DefaultTotal."
"We cannot register an existing shipment","We kunnen geen bestaande verzending registreren"
"Parent shipment cannot be loaded for track object.","Bovenliggende verzending kan niet worden geladen voor track-object."
"Order Id is required for shipment document","Bestelling Id is verplicht voor het verzending document"
"You can't create a shipment without products.","U kunt geen verzending aanmaken zonder producten."
"The shipment contains product SKU ""%1"" that is not part of the original order.","De verzending bevat product SKU ""%1"" welke geen deel uitmaakt van de oorspronkelijke bestelling."
"The quantity to ship must not be greater than the unshipped quantity for product SKU ""%1"".","Het aantal om te verzenden mag niet hoger zijn dan het aantal wat beschikbaar is voor product SKU ""%1""."
"The total model should be extended from \Magento\Sales\Model\Order\Total\AbstractTotal.","Het totaal model moet een uitbreiding zijn op \Magento\Sales\Model\Order\Total\AbstractTotal."
"An invoice cannot be created when an order has a status of %1","Er kan geen factuur worden aangemaakt als order de status %1 heeft"
"A creditmemo can not be created when an order has a status of %1","Er kan geen creditfactuur worden aangemaakt als order de status %1 heeft"
"The order does not allow a creditmemo to be created.","De bestelling staat niet toe dat er een creditfactuur wordt aangemaakt."
"A shipment cannot be created when an order has a status of %1","Er kan geen verzending worden aangemaakt als order de status %1 heeft"
"The order does not allow a shipment to be created.","De bestelling staat niet toe dat er een verzending wordt aangemaakt."
"""Creditmemo Document Validation Error(s):\n"" .","""Creditfactuur Document validatie fout(en): \n""."
"Could not save a Creditmemo, see error log for details","Opslaan van de creditfactuur was niet mogelijk, bekijk foutlog voor meer informatie"
"We can't save the address:\n%1","Het adres kan niet worden opgeslagen:\n%1"
"We don't have enough information to save the parent transaction ID.","We hebben niet genoeg informatie om bovenliggende transactie-ID op te slaan. "
"We cannot create an empty shipment.","We kunnen geen lege verzending aanmaken."
"Cannot save track:\n%1","Kan tracking en tracing niet opslaan:\n%1"
"New Orders","Nieuwe bestellingen"
"Order #%1 created at %2","Bestelling #%1 aangemaakt op %2"
"Details for %1 #%2","Details voor %1 #%2"
"Notified Date: %1","Datum kennisgeving: %1"
"Comment: %1<br/>","Opmerking: %1<br />"
"Current Status: %1<br/>","Huidige status: %1<br />"
"Total: %1<br/>","Totaal: %1 <br/>"
"Order # %1 Notification(s)","Bestelling # %1 kennisgeving(en)"
"You can not cancel Credit Memo","Creditfactuur kan niet geannuleerd worden"
"We cannot register an existing credit memo.","Kan een bestaande creditfactuur niet inboeken."
"We found an invalid quantity to invoice item ""%1"".","We vonden een ongeldig aantal om te factureren voor product ""%1""."
"The Order State ""%1"" must not be set manually.","De bestellingsstatus ""%1"" mag niet handmatig ingesteld worden."
"""Shipment Document Validation Error(s):\n"" .","""Verzending Document validatie fout(en): \n""."
"Could not save a shipment, see error log for details","Opslaan van zending was niet mogelijk, bekijk foutlog voor meerinformatie"
"VAT Request Identifier","BTW-nummer identifier"
"VAT Request Date","BTW-nummer validatie aanvraag-datum"
"Pending Payment","In afwachting van de betaling"
"On Hold","Wordt vastgehouden"
Complete,Voltooid
"Suspected Fraud","Verdacht van fraude"
"Payment Review",Betalingscontrole
"Email has not been sent","E-mail is niet verzonden"
"Authorized amount of %1","Autorisatiewaarde %1"
" Transaction ID: ""%1"""," Transactie-ID: ""%1"""
"Group was removed","Groep is verwijderd"
"Changing address information will not recalculate shipping, tax or other order amount.","Het wijzigen van adresinformatie zal de verzending, BTW of andere bestelling-bedragen niet herberekenen."
"No Payment Methods","Geen betaalmethodes"
"Order Comments",Bestellingsnotities
"Payment &amp; Shipping Information","Betalings- en afleveringsgegevens"
"Order Currency:","Valuta van bestelling"
"Same As Billing Address","Zelfde als factuuradres"
"Select from existing customer addresses:","Selecteer uit bestaande klantenadressen"
"You don't need to select a shipping address.","Het is niet nodig om een afleveradres te selecteren."
"Gift Message for the Entire Order","Kadobericht voor hele bestelling"
"Custom Price","Speciale prijs"
"Move to Shopping Cart","Verplaatsen naar winkelwagen"
"Sorry, no quotes are available for this order.","Geen quotes gevonden voor deze bestelling."
"You don't need to select a shipping method.","U hoeft geen afleverwijze te selecteren."
"Customer's Activities","Klant activiteiten"
"Append Comments","Opmerkingen bijvoegen"
"Email Order Confirmation","E-mail bestelbevestiging"
"Grand Total Excl. Tax","Eindtotaal excl. BTW"
"Grand Total Incl. Tax","Eindtotaal incl. BTW"
"Payment &amp; Shipping Method","Betaal- &amp; verzendmethode"
"The order was placed using %1.","De bestelling is geplaatst met %1."
"Items to Refund","Terug te betalen artikelen"
"Return to Stock","Terug naar voorraad"
"Qty to Refund","Aantal terug te betalen"
"No Items To Refund","Geen artikelen voor terugbetaling"
"Credit Memo Comments","Opmerkingen creditfactuur"
"Refund Totals","Totaal terugbetalingen"
"Email Copy of Credit Memo","E-mail kopie van creditfactuur"
"Please enter a positive number in this field.","Vul een positief getal invullen in dit veld."
"Items Refunded","Terugbetaalde artikelen"
"No Items","Geen Items"
"Memo Total","Memo totaal"
"Credit Memo History",Creditfactuur-geschiedenis
"Credit Memo Totals",Creditfactuur-totalen
"Customer Name: %1","Klantnaam: %1"
"Purchased From: %1","Gekocht bij: %1"
"Shipping &amp; Handling","Aflevering &amp; Verwerking"
"Create Shipment","Verzending aanmaken"
"Invoice and shipment types do not match for some items on this order. You can create a shipment only after creating the invoice.","Er zijn verschillende facuur en verzendingstypes voor bepaalde producten voor deze bestelling. U kan een verzending enkel aanmaken na het aanmaken van de factuur."
"Qty to Invoice","Aantal te factureren"
"Invoice History",Factuur-geschiedenis
"Invoice Comments","Opmerkingen factuur"
"Invoice Totals",Factuur-totalen
"Capture Online","Betaling door betaalmethode verwerken"
"Capture Offline","Handmatig betaling verwerken"
"Not Capture","Geen betaling verwerken (onbetaald)"
"The invoice will be created offline without the payment gateway.","De factuur zal offline aangemaakt worden zonder gebruik van de betaalgateway."
"Email Copy of Invoice","E-mail kopie van factuur"
"Items Invoiced","Gefactureerde artikelen"
"Total Due","Totaal te betalen"
"Total Tax","Totaal BTW"
"From Name","Van naam"
"To Name","Aan naam"
"Notification Not Applicable","notificatie niet van toepassing"
"Order & Account Information","Bestelling & Account informatie"
"The order confirmation email was sent","E-mail bestelbevestiging is verzonden"
"The order confirmation email is not sent","De bevestingingsemail van de bestelling werd niet verzonden"
"Order Date",Besteldatum
"Order Date (%1)","Besteldatum (%1)"
"Purchased From","Gekocht via"
"Link to the New Order","Link naar de nieuwe bestelling"
"Link to the Previous Order","Link naar de vorige bestelling"
"Placed from IP","Verstuurd vanaf IP"
"%1 / %2 rate:","%1 / %2 tarief:"
"Notes for this Order","Notities voor deze Order"
"Comment added","Opmerking toegevoegd"
"Transaction Data",Transactiedatum
"Parent Transaction ID","Bovenliggende transactie-ID"
"Is Closed",Afgerond
"Child Transactions","Bijbehorende transacties"
"Transaction Details",Transactiedetails
"Gift Message for this Order","Kadobericht voor deze bestelling"
"Shipped By","Verzonden door"
"Tracking Number",Tracking-nummer
"Billing Last Name","Achternaam op factuur"
"Find Order By","Vind bestelling op"
"ZIP Code",Postcode
"Billing ZIP Code","Factuur postcode"
"Print All Refunds","Alle terugbetalingen printen"
"Refund #","Restitutie #"
"Print Refund","Restitutie printen"
"Print Order","Bestelling printen"
"Print All Invoices","Alle facturen printen"
"Invoice #",Factuurnummer
"Print Invoice","Factuur printen"
"About Your Order","Over uw bestelling"
"<span class=""label"">Order Date:</span> %1","<span class=""label"">Datum:</span> %1"
"Refund #%1","Restitutie #%1"
"Shipment #%1","Zending #%1"
"Recent Orders","Recente orders"
"Gift Message for This Order","Kadobericht voor deze bestelling"
"Recently Ordered","Recent besteld"
"Credit memo for your %store_name order","Creditfactuur voor uw %store_name bestelling"
